status	dabs_path	tf_resource	tf_path
tf_only	?	databricks_alert_v2	evaluation.notification.effective_notify_on_ok
tf_only	?	databricks_alert_v2	evaluation.notification.effective_retrigger_seconds
tf_only	?	databricks_alert_v2	provider_config
tf_only	?	databricks_alert_v2	provider_config.workspace_id
tf_only	?	databricks_alert_v2	purge_on_delete
match	resources.alerts.*.create_time	databricks_alert_v2	create_time
match	resources.alerts.*.custom_description	databricks_alert_v2	custom_description
match	resources.alerts.*.custom_summary	databricks_alert_v2	custom_summary
match	resources.alerts.*.display_name	databricks_alert_v2	display_name
match	resources.alerts.*.effective_run_as	databricks_alert_v2	effective_run_as
match	resources.alerts.*.effective_run_as.service_principal_name	databricks_alert_v2	effective_run_as.service_principal_name
match	resources.alerts.*.effective_run_as.user_name	databricks_alert_v2	effective_run_as.user_name
match	resources.alerts.*.evaluation	databricks_alert_v2	evaluation
match	resources.alerts.*.evaluation.comparison_operator	databricks_alert_v2	evaluation.comparison_operator
match	resources.alerts.*.evaluation.empty_result_state	databricks_alert_v2	evaluation.empty_result_state
match	resources.alerts.*.evaluation.last_evaluated_at	databricks_alert_v2	evaluation.last_evaluated_at
match	resources.alerts.*.evaluation.notification	databricks_alert_v2	evaluation.notification
match	resources.alerts.*.evaluation.notification.notify_on_ok	databricks_alert_v2	evaluation.notification.notify_on_ok
match	resources.alerts.*.evaluation.notification.retrigger_seconds	databricks_alert_v2	evaluation.notification.retrigger_seconds
match	resources.alerts.*.evaluation.notification.subscriptions[*]	databricks_alert_v2	evaluation.notification.subscriptions
match	resources.alerts.*.evaluation.notification.subscriptions[*].destination_id	databricks_alert_v2	evaluation.notification.subscriptions.destination_id
match	resources.alerts.*.evaluation.notification.subscriptions[*].user_email	databricks_alert_v2	evaluation.notification.subscriptions.user_email
match	resources.alerts.*.evaluation.source	databricks_alert_v2	evaluation.source
match	resources.alerts.*.evaluation.source.aggregation	databricks_alert_v2	evaluation.source.aggregation
match	resources.alerts.*.evaluation.source.display	databricks_alert_v2	evaluation.source.display
match	resources.alerts.*.evaluation.source.name	databricks_alert_v2	evaluation.source.name
match	resources.alerts.*.evaluation.state	databricks_alert_v2	evaluation.state
match	resources.alerts.*.evaluation.threshold	databricks_alert_v2	evaluation.threshold
match	resources.alerts.*.evaluation.threshold.column	databricks_alert_v2	evaluation.threshold.column
match	resources.alerts.*.evaluation.threshold.column.aggregation	databricks_alert_v2	evaluation.threshold.column.aggregation
match	resources.alerts.*.evaluation.threshold.column.display	databricks_alert_v2	evaluation.threshold.column.display
match	resources.alerts.*.evaluation.threshold.column.name	databricks_alert_v2	evaluation.threshold.column.name
match	resources.alerts.*.evaluation.threshold.value	databricks_alert_v2	evaluation.threshold.value
match	resources.alerts.*.evaluation.threshold.value.bool_value	databricks_alert_v2	evaluation.threshold.value.bool_value
match	resources.alerts.*.evaluation.threshold.value.double_value	databricks_alert_v2	evaluation.threshold.value.double_value
match	resources.alerts.*.evaluation.threshold.value.string_value	databricks_alert_v2	evaluation.threshold.value.string_value
dabs_only	resources.alerts.*.file_path	databricks_alert_v2	?
match	resources.alerts.*.id	databricks_alert_v2	id
match	resources.alerts.*.lifecycle_state	databricks_alert_v2	lifecycle_state
dabs_only	resources.alerts.*.modified_status	databricks_alert_v2	?
match	resources.alerts.*.owner_user_name	databricks_alert_v2	owner_user_name
match	resources.alerts.*.parent_path	databricks_alert_v2	parent_path
match	resources.alerts.*.query_text	databricks_alert_v2	query_text
match	resources.alerts.*.run_as	databricks_alert_v2	run_as
match	resources.alerts.*.run_as.service_principal_name	databricks_alert_v2	run_as.service_principal_name
match	resources.alerts.*.run_as.user_name	databricks_alert_v2	run_as.user_name
match	resources.alerts.*.run_as_user_name	databricks_alert_v2	run_as_user_name
match	resources.alerts.*.schedule	databricks_alert_v2	schedule
match	resources.alerts.*.schedule.pause_status	databricks_alert_v2	schedule.pause_status
match	resources.alerts.*.schedule.quartz_cron_schedule	databricks_alert_v2	schedule.quartz_cron_schedule
match	resources.alerts.*.schedule.timezone_id	databricks_alert_v2	schedule.timezone_id
match	resources.alerts.*.update_time	databricks_alert_v2	update_time
match	resources.alerts.*.warehouse_id	databricks_alert_v2	warehouse_id
tf_only	?	databricks_app	no_compute
tf_only	?	databricks_app	provider_config
tf_only	?	databricks_app	provider_config.workspace_id
match	resources.apps.*.active_deployment	databricks_app	active_deployment
match	resources.apps.*.active_deployment.command[*]	databricks_app	active_deployment.command
match	resources.apps.*.active_deployment.create_time	databricks_app	active_deployment.create_time
match	resources.apps.*.active_deployment.creator	databricks_app	active_deployment.creator
match	resources.apps.*.active_deployment.deployment_artifacts	databricks_app	active_deployment.deployment_artifacts
match	resources.apps.*.active_deployment.deployment_artifacts.source_code_path	databricks_app	active_deployment.deployment_artifacts.source_code_path
match	resources.apps.*.active_deployment.deployment_id	databricks_app	active_deployment.deployment_id
match	resources.apps.*.active_deployment.env_vars[*]	databricks_app	active_deployment.env_vars
match	resources.apps.*.active_deployment.env_vars[*].name	databricks_app	active_deployment.env_vars.name
match	resources.apps.*.active_deployment.env_vars[*].value	databricks_app	active_deployment.env_vars.value
match	resources.apps.*.active_deployment.env_vars[*].value_from	databricks_app	active_deployment.env_vars.value_from
match	resources.apps.*.active_deployment.git_source	databricks_app	active_deployment.git_source
match	resources.apps.*.active_deployment.git_source.branch	databricks_app	active_deployment.git_source.branch
match	resources.apps.*.active_deployment.git_source.commit	databricks_app	active_deployment.git_source.commit
match	resources.apps.*.active_deployment.git_source.git_repository	databricks_app	active_deployment.git_source.git_repository
match	resources.apps.*.active_deployment.git_source.git_repository.provider	databricks_app	active_deployment.git_source.git_repository.provider
match	resources.apps.*.active_deployment.git_source.git_repository.url	databricks_app	active_deployment.git_source.git_repository.url
match	resources.apps.*.active_deployment.git_source.resolved_commit	databricks_app	active_deployment.git_source.resolved_commit
match	resources.apps.*.active_deployment.git_source.source_code_path	databricks_app	active_deployment.git_source.source_code_path
match	resources.apps.*.active_deployment.git_source.tag	databricks_app	active_deployment.git_source.tag
match	resources.apps.*.active_deployment.mode	databricks_app	active_deployment.mode
match	resources.apps.*.active_deployment.source_code_path	databricks_app	active_deployment.source_code_path
match	resources.apps.*.active_deployment.status	databricks_app	active_deployment.status
match	resources.apps.*.active_deployment.status.message	databricks_app	active_deployment.status.message
match	resources.apps.*.active_deployment.status.state	databricks_app	active_deployment.status.state
match	resources.apps.*.active_deployment.update_time	databricks_app	active_deployment.update_time
match	resources.apps.*.app_status	databricks_app	app_status
match	resources.apps.*.app_status.message	databricks_app	app_status.message
match	resources.apps.*.app_status.state	databricks_app	app_status.state
match	resources.apps.*.budget_policy_id	databricks_app	budget_policy_id
match	resources.apps.*.compute_size	databricks_app	compute_size
match	resources.apps.*.compute_status	databricks_app	compute_status
match	resources.apps.*.compute_status.active_instances	databricks_app	compute_status.active_instances
match	resources.apps.*.compute_status.message	databricks_app	compute_status.message
match	resources.apps.*.compute_status.state	databricks_app	compute_status.state
dabs_only	resources.apps.*.config	databricks_app	?
dabs_only	resources.apps.*.config.command[*]	databricks_app	?
dabs_only	resources.apps.*.config.env[*]	databricks_app	?
dabs_only	resources.apps.*.config.env[*].name	databricks_app	?
dabs_only	resources.apps.*.config.env[*].value	databricks_app	?
dabs_only	resources.apps.*.config.env[*].value_from	databricks_app	?
match	resources.apps.*.create_time	databricks_app	create_time
match	resources.apps.*.creator	databricks_app	creator
match	resources.apps.*.default_source_code_path	databricks_app	default_source_code_path
match	resources.apps.*.description	databricks_app	description
match	resources.apps.*.effective_budget_policy_id	databricks_app	effective_budget_policy_id
match	resources.apps.*.effective_usage_policy_id	databricks_app	effective_usage_policy_id
match	resources.apps.*.effective_user_api_scopes[*]	databricks_app	effective_user_api_scopes
match	resources.apps.*.git_repository	databricks_app	git_repository
match	resources.apps.*.git_repository.provider	databricks_app	git_repository.provider
match	resources.apps.*.git_repository.url	databricks_app	git_repository.url
dabs_only	resources.apps.*.git_source	databricks_app	?
dabs_only	resources.apps.*.git_source.branch	databricks_app	?
dabs_only	resources.apps.*.git_source.commit	databricks_app	?
dabs_only	resources.apps.*.git_source.git_repository	databricks_app	?
dabs_only	resources.apps.*.git_source.git_repository.provider	databricks_app	?
dabs_only	resources.apps.*.git_source.git_repository.url	databricks_app	?
dabs_only	resources.apps.*.git_source.resolved_commit	databricks_app	?
dabs_only	resources.apps.*.git_source.source_code_path	databricks_app	?
dabs_only	resources.apps.*.git_source.tag	databricks_app	?
match	resources.apps.*.id	databricks_app	id
dabs_only	resources.apps.*.modified_status	databricks_app	?
match	resources.apps.*.name	databricks_app	name
match	resources.apps.*.oauth2_app_client_id	databricks_app	oauth2_app_client_id
match	resources.apps.*.oauth2_app_integration_id	databricks_app	oauth2_app_integration_id
match	resources.apps.*.pending_deployment	databricks_app	pending_deployment
match	resources.apps.*.pending_deployment.command[*]	databricks_app	pending_deployment.command
match	resources.apps.*.pending_deployment.create_time	databricks_app	pending_deployment.create_time
match	resources.apps.*.pending_deployment.creator	databricks_app	pending_deployment.creator
match	resources.apps.*.pending_deployment.deployment_artifacts	databricks_app	pending_deployment.deployment_artifacts
match	resources.apps.*.pending_deployment.deployment_artifacts.source_code_path	databricks_app	pending_deployment.deployment_artifacts.source_code_path
match	resources.apps.*.pending_deployment.deployment_id	databricks_app	pending_deployment.deployment_id
match	resources.apps.*.pending_deployment.env_vars[*]	databricks_app	pending_deployment.env_vars
match	resources.apps.*.pending_deployment.env_vars[*].name	databricks_app	pending_deployment.env_vars.name
match	resources.apps.*.pending_deployment.env_vars[*].value	databricks_app	pending_deployment.env_vars.value
match	resources.apps.*.pending_deployment.env_vars[*].value_from	databricks_app	pending_deployment.env_vars.value_from
match	resources.apps.*.pending_deployment.git_source	databricks_app	pending_deployment.git_source
match	resources.apps.*.pending_deployment.git_source.branch	databricks_app	pending_deployment.git_source.branch
match	resources.apps.*.pending_deployment.git_source.commit	databricks_app	pending_deployment.git_source.commit
match	resources.apps.*.pending_deployment.git_source.git_repository	databricks_app	pending_deployment.git_source.git_repository
match	resources.apps.*.pending_deployment.git_source.git_repository.provider	databricks_app	pending_deployment.git_source.git_repository.provider
match	resources.apps.*.pending_deployment.git_source.git_repository.url	databricks_app	pending_deployment.git_source.git_repository.url
match	resources.apps.*.pending_deployment.git_source.resolved_commit	databricks_app	pending_deployment.git_source.resolved_commit
match	resources.apps.*.pending_deployment.git_source.source_code_path	databricks_app	pending_deployment.git_source.source_code_path
match	resources.apps.*.pending_deployment.git_source.tag	databricks_app	pending_deployment.git_source.tag
match	resources.apps.*.pending_deployment.mode	databricks_app	pending_deployment.mode
match	resources.apps.*.pending_deployment.source_code_path	databricks_app	pending_deployment.source_code_path
match	resources.apps.*.pending_deployment.status	databricks_app	pending_deployment.status
match	resources.apps.*.pending_deployment.status.message	databricks_app	pending_deployment.status.message
match	resources.apps.*.pending_deployment.status.state	databricks_app	pending_deployment.status.state
match	resources.apps.*.pending_deployment.update_time	databricks_app	pending_deployment.update_time
match	resources.apps.*.resources[*]	databricks_app	resources
match	resources.apps.*.resources[*].app	databricks_app	resources.app
match	resources.apps.*.resources[*].app.name	databricks_app	resources.app.name
match	resources.apps.*.resources[*].app.permission	databricks_app	resources.app.permission
match	resources.apps.*.resources[*].database	databricks_app	resources.database
match	resources.apps.*.resources[*].database.database_name	databricks_app	resources.database.database_name
match	resources.apps.*.resources[*].database.instance_name	databricks_app	resources.database.instance_name
match	resources.apps.*.resources[*].database.permission	databricks_app	resources.database.permission
match	resources.apps.*.resources[*].description	databricks_app	resources.description
match	resources.apps.*.resources[*].experiment	databricks_app	resources.experiment
match	resources.apps.*.resources[*].experiment.experiment_id	databricks_app	resources.experiment.experiment_id
match	resources.apps.*.resources[*].experiment.permission	databricks_app	resources.experiment.permission
match	resources.apps.*.resources[*].genie_space	databricks_app	resources.genie_space
match	resources.apps.*.resources[*].genie_space.name	databricks_app	resources.genie_space.name
match	resources.apps.*.resources[*].genie_space.permission	databricks_app	resources.genie_space.permission
match	resources.apps.*.resources[*].genie_space.space_id	databricks_app	resources.genie_space.space_id
match	resources.apps.*.resources[*].job	databricks_app	resources.job
match	resources.apps.*.resources[*].job.id	databricks_app	resources.job.id
match	resources.apps.*.resources[*].job.permission	databricks_app	resources.job.permission
match	resources.apps.*.resources[*].name	databricks_app	resources.name
match	resources.apps.*.resources[*].postgres	databricks_app	resources.postgres
match	resources.apps.*.resources[*].postgres.branch	databricks_app	resources.postgres.branch
match	resources.apps.*.resources[*].postgres.database	databricks_app	resources.postgres.database
match	resources.apps.*.resources[*].postgres.permission	databricks_app	resources.postgres.permission
match	resources.apps.*.resources[*].secret	databricks_app	resources.secret
match	resources.apps.*.resources[*].secret.key	databricks_app	resources.secret.key
match	resources.apps.*.resources[*].secret.permission	databricks_app	resources.secret.permission
match	resources.apps.*.resources[*].secret.scope	databricks_app	resources.secret.scope
match	resources.apps.*.resources[*].serving_endpoint	databricks_app	resources.serving_endpoint
match	resources.apps.*.resources[*].serving_endpoint.name	databricks_app	resources.serving_endpoint.name
match	resources.apps.*.resources[*].serving_endpoint.permission	databricks_app	resources.serving_endpoint.permission
match	resources.apps.*.resources[*].sql_warehouse	databricks_app	resources.sql_warehouse
match	resources.apps.*.resources[*].sql_warehouse.id	databricks_app	resources.sql_warehouse.id
match	resources.apps.*.resources[*].sql_warehouse.permission	databricks_app	resources.sql_warehouse.permission
match	resources.apps.*.resources[*].uc_securable	databricks_app	resources.uc_securable
match	resources.apps.*.resources[*].uc_securable.permission	databricks_app	resources.uc_securable.permission
match	resources.apps.*.resources[*].uc_securable.securable_full_name	databricks_app	resources.uc_securable.securable_full_name
match	resources.apps.*.resources[*].uc_securable.securable_kind	databricks_app	resources.uc_securable.securable_kind
match	resources.apps.*.resources[*].uc_securable.securable_type	databricks_app	resources.uc_securable.securable_type
match	resources.apps.*.service_principal_client_id	databricks_app	service_principal_client_id
match	resources.apps.*.service_principal_id	databricks_app	service_principal_id
match	resources.apps.*.service_principal_name	databricks_app	service_principal_name
dabs_only	resources.apps.*.source_code_path	databricks_app	?
match	resources.apps.*.space	databricks_app	space
match	resources.apps.*.telemetry_export_destinations[*]	databricks_app	telemetry_export_destinations
match	resources.apps.*.telemetry_export_destinations[*].unity_catalog	databricks_app	telemetry_export_destinations.unity_catalog
match	resources.apps.*.telemetry_export_destinations[*].unity_catalog.logs_table	databricks_app	telemetry_export_destinations.unity_catalog.logs_table
match	resources.apps.*.telemetry_export_destinations[*].unity_catalog.metrics_table	databricks_app	telemetry_export_destinations.unity_catalog.metrics_table
match	resources.apps.*.telemetry_export_destinations[*].unity_catalog.traces_table	databricks_app	telemetry_export_destinations.unity_catalog.traces_table
match	resources.apps.*.thumbnail_url	databricks_app	thumbnail_url
match	resources.apps.*.update_time	databricks_app	update_time
match	resources.apps.*.updater	databricks_app	updater
match	resources.apps.*.url	databricks_app	url
match	resources.apps.*.usage_policy_id	databricks_app	usage_policy_id
match	resources.apps.*.user_api_scopes[*]	databricks_app	user_api_scopes
tf_only	?	databricks_cluster	cluster_id
tf_only	?	databricks_cluster	cluster_mount_info
tf_only	?	databricks_cluster	cluster_mount_info.local_mount_dir_path
tf_only	?	databricks_cluster	cluster_mount_info.network_filesystem_info
tf_only	?	databricks_cluster	cluster_mount_info.network_filesystem_info.mount_options
tf_only	?	databricks_cluster	cluster_mount_info.network_filesystem_info.server_address
tf_only	?	databricks_cluster	cluster_mount_info.remote_mount_dir_path
tf_only	?	databricks_cluster	default_tags
tf_only	?	databricks_cluster	default_tags.*
tf_only	?	databricks_cluster	idempotency_token
tf_only	?	databricks_cluster	is_pinned
tf_only	?	databricks_cluster	library
tf_only	?	databricks_cluster	library.cran
tf_only	?	databricks_cluster	library.cran.package
tf_only	?	databricks_cluster	library.cran.repo
tf_only	?	databricks_cluster	library.egg
tf_only	?	databricks_cluster	library.jar
tf_only	?	databricks_cluster	library.maven
tf_only	?	databricks_cluster	library.maven.coordinates
tf_only	?	databricks_cluster	library.maven.exclusions
tf_only	?	databricks_cluster	library.maven.repo
tf_only	?	databricks_cluster	library.pypi
tf_only	?	databricks_cluster	library.pypi.package
tf_only	?	databricks_cluster	library.pypi.repo
tf_only	?	databricks_cluster	library.requirements
tf_only	?	databricks_cluster	library.whl
tf_only	?	databricks_cluster	no_wait
tf_only	?	databricks_cluster	provider_config
tf_only	?	databricks_cluster	provider_config.workspace_id
tf_only	?	databricks_cluster	state
match	resources.clusters.*.apply_policy_default_values	databricks_cluster	apply_policy_default_values
match	resources.clusters.*.autoscale	databricks_cluster	autoscale
match	resources.clusters.*.autoscale.max_workers	databricks_cluster	autoscale.max_workers
match	resources.clusters.*.autoscale.min_workers	databricks_cluster	autoscale.min_workers
match	resources.clusters.*.autotermination_minutes	databricks_cluster	autotermination_minutes
match	resources.clusters.*.aws_attributes	databricks_cluster	aws_attributes
match	resources.clusters.*.aws_attributes.availability	databricks_cluster	aws_attributes.availability
match	resources.clusters.*.aws_attributes.ebs_volume_count	databricks_cluster	aws_attributes.ebs_volume_count
match	resources.clusters.*.aws_attributes.ebs_volume_iops	databricks_cluster	aws_attributes.ebs_volume_iops
match	resources.clusters.*.aws_attributes.ebs_volume_size	databricks_cluster	aws_attributes.ebs_volume_size
match	resources.clusters.*.aws_attributes.ebs_volume_throughput	databricks_cluster	aws_attributes.ebs_volume_throughput
match	resources.clusters.*.aws_attributes.ebs_volume_type	databricks_cluster	aws_attributes.ebs_volume_type
match	resources.clusters.*.aws_attributes.first_on_demand	databricks_cluster	aws_attributes.first_on_demand
match	resources.clusters.*.aws_attributes.instance_profile_arn	databricks_cluster	aws_attributes.instance_profile_arn
match	resources.clusters.*.aws_attributes.spot_bid_price_percent	databricks_cluster	aws_attributes.spot_bid_price_percent
match	resources.clusters.*.aws_attributes.zone_id	databricks_cluster	aws_attributes.zone_id
match	resources.clusters.*.azure_attributes	databricks_cluster	azure_attributes
match	resources.clusters.*.azure_attributes.availability	databricks_cluster	azure_attributes.availability
match	resources.clusters.*.azure_attributes.first_on_demand	databricks_cluster	azure_attributes.first_on_demand
match	resources.clusters.*.azure_attributes.log_analytics_info	databricks_cluster	azure_attributes.log_analytics_info
match	resources.clusters.*.azure_attributes.log_analytics_info.log_analytics_primary_key	databricks_cluster	azure_attributes.log_analytics_info.log_analytics_primary_key
match	resources.clusters.*.azure_attributes.log_analytics_info.log_analytics_workspace_id	databricks_cluster	azure_attributes.log_analytics_info.log_analytics_workspace_id
match	resources.clusters.*.azure_attributes.spot_bid_max_price	databricks_cluster	azure_attributes.spot_bid_max_price
match	resources.clusters.*.cluster_log_conf	databricks_cluster	cluster_log_conf
match	resources.clusters.*.cluster_log_conf.dbfs	databricks_cluster	cluster_log_conf.dbfs
match	resources.clusters.*.cluster_log_conf.dbfs.destination	databricks_cluster	cluster_log_conf.dbfs.destination
match	resources.clusters.*.cluster_log_conf.s3	databricks_cluster	cluster_log_conf.s3
match	resources.clusters.*.cluster_log_conf.s3.canned_acl	databricks_cluster	cluster_log_conf.s3.canned_acl
match	resources.clusters.*.cluster_log_conf.s3.destination	databricks_cluster	cluster_log_conf.s3.destination
match	resources.clusters.*.cluster_log_conf.s3.enable_encryption	databricks_cluster	cluster_log_conf.s3.enable_encryption
match	resources.clusters.*.cluster_log_conf.s3.encryption_type	databricks_cluster	cluster_log_conf.s3.encryption_type
match	resources.clusters.*.cluster_log_conf.s3.endpoint	databricks_cluster	cluster_log_conf.s3.endpoint
match	resources.clusters.*.cluster_log_conf.s3.kms_key	databricks_cluster	cluster_log_conf.s3.kms_key
match	resources.clusters.*.cluster_log_conf.s3.region	databricks_cluster	cluster_log_conf.s3.region
match	resources.clusters.*.cluster_log_conf.volumes	databricks_cluster	cluster_log_conf.volumes
match	resources.clusters.*.cluster_log_conf.volumes.destination	databricks_cluster	cluster_log_conf.volumes.destination
match	resources.clusters.*.cluster_name	databricks_cluster	cluster_name
match	resources.clusters.*.custom_tags	databricks_cluster	custom_tags
match	resources.clusters.*.custom_tags.*	databricks_cluster	custom_tags.*
match	resources.clusters.*.data_security_mode	databricks_cluster	data_security_mode
match	resources.clusters.*.docker_image	databricks_cluster	docker_image
match	resources.clusters.*.docker_image.basic_auth	databricks_cluster	docker_image.basic_auth
match	resources.clusters.*.docker_image.basic_auth.password	databricks_cluster	docker_image.basic_auth.password
match	resources.clusters.*.docker_image.basic_auth.username	databricks_cluster	docker_image.basic_auth.username
match	resources.clusters.*.docker_image.url	databricks_cluster	docker_image.url
match	resources.clusters.*.driver_instance_pool_id	databricks_cluster	driver_instance_pool_id
match	resources.clusters.*.driver_node_type_flexibility	databricks_cluster	driver_node_type_flexibility
match	resources.clusters.*.driver_node_type_flexibility.alternate_node_type_ids[*]	databricks_cluster	driver_node_type_flexibility.alternate_node_type_ids
match	resources.clusters.*.driver_node_type_id	databricks_cluster	driver_node_type_id
match	resources.clusters.*.enable_elastic_disk	databricks_cluster	enable_elastic_disk
match	resources.clusters.*.enable_local_disk_encryption	databricks_cluster	enable_local_disk_encryption
match	resources.clusters.*.gcp_attributes	databricks_cluster	gcp_attributes
match	resources.clusters.*.gcp_attributes.availability	databricks_cluster	gcp_attributes.availability
match	resources.clusters.*.gcp_attributes.boot_disk_size	databricks_cluster	gcp_attributes.boot_disk_size
match	resources.clusters.*.gcp_attributes.confidential_compute_type	databricks_cluster	gcp_attributes.confidential_compute_type
match	resources.clusters.*.gcp_attributes.first_on_demand	databricks_cluster	gcp_attributes.first_on_demand
match	resources.clusters.*.gcp_attributes.google_service_account	databricks_cluster	gcp_attributes.google_service_account
match	resources.clusters.*.gcp_attributes.local_ssd_count	databricks_cluster	gcp_attributes.local_ssd_count
match	resources.clusters.*.gcp_attributes.use_preemptible_executors	databricks_cluster	gcp_attributes.use_preemptible_executors
match	resources.clusters.*.gcp_attributes.zone_id	databricks_cluster	gcp_attributes.zone_id
match	resources.clusters.*.id	databricks_cluster	id
match	resources.clusters.*.init_scripts[*]	databricks_cluster	init_scripts
match	resources.clusters.*.init_scripts[*].abfss	databricks_cluster	init_scripts.abfss
match	resources.clusters.*.init_scripts[*].abfss.destination	databricks_cluster	init_scripts.abfss.destination
match	resources.clusters.*.init_scripts[*].dbfs	databricks_cluster	init_scripts.dbfs
match	resources.clusters.*.init_scripts[*].dbfs.destination	databricks_cluster	init_scripts.dbfs.destination
match	resources.clusters.*.init_scripts[*].file	databricks_cluster	init_scripts.file
match	resources.clusters.*.init_scripts[*].file.destination	databricks_cluster	init_scripts.file.destination
match	resources.clusters.*.init_scripts[*].gcs	databricks_cluster	init_scripts.gcs
match	resources.clusters.*.init_scripts[*].gcs.destination	databricks_cluster	init_scripts.gcs.destination
match	resources.clusters.*.init_scripts[*].s3	databricks_cluster	init_scripts.s3
match	resources.clusters.*.init_scripts[*].s3.canned_acl	databricks_cluster	init_scripts.s3.canned_acl
match	resources.clusters.*.init_scripts[*].s3.destination	databricks_cluster	init_scripts.s3.destination
match	resources.clusters.*.init_scripts[*].s3.enable_encryption	databricks_cluster	init_scripts.s3.enable_encryption
match	resources.clusters.*.init_scripts[*].s3.encryption_type	databricks_cluster	init_scripts.s3.encryption_type
match	resources.clusters.*.init_scripts[*].s3.endpoint	databricks_cluster	init_scripts.s3.endpoint
match	resources.clusters.*.init_scripts[*].s3.kms_key	databricks_cluster	init_scripts.s3.kms_key
match	resources.clusters.*.init_scripts[*].s3.region	databricks_cluster	init_scripts.s3.region
match	resources.clusters.*.init_scripts[*].volumes	databricks_cluster	init_scripts.volumes
match	resources.clusters.*.init_scripts[*].volumes.destination	databricks_cluster	init_scripts.volumes.destination
match	resources.clusters.*.init_scripts[*].workspace	databricks_cluster	init_scripts.workspace
match	resources.clusters.*.init_scripts[*].workspace.destination	databricks_cluster	init_scripts.workspace.destination
match	resources.clusters.*.instance_pool_id	databricks_cluster	instance_pool_id
match	resources.clusters.*.is_single_node	databricks_cluster	is_single_node
match	resources.clusters.*.kind	databricks_cluster	kind
dabs_only	resources.clusters.*.modified_status	databricks_cluster	?
match	resources.clusters.*.node_type_id	databricks_cluster	node_type_id
match	resources.clusters.*.num_workers	databricks_cluster	num_workers
match	resources.clusters.*.policy_id	databricks_cluster	policy_id
match	resources.clusters.*.remote_disk_throughput	databricks_cluster	remote_disk_throughput
match	resources.clusters.*.runtime_engine	databricks_cluster	runtime_engine
match	resources.clusters.*.single_user_name	databricks_cluster	single_user_name
match	resources.clusters.*.spark_conf	databricks_cluster	spark_conf
match	resources.clusters.*.spark_conf.*	databricks_cluster	spark_conf.*
match	resources.clusters.*.spark_env_vars	databricks_cluster	spark_env_vars
match	resources.clusters.*.spark_env_vars.*	databricks_cluster	spark_env_vars.*
match	resources.clusters.*.spark_version	databricks_cluster	spark_version
match	resources.clusters.*.ssh_public_keys[*]	databricks_cluster	ssh_public_keys
match	resources.clusters.*.total_initial_remote_disk_size	databricks_cluster	total_initial_remote_disk_size
match	resources.clusters.*.url	databricks_cluster	url
match	resources.clusters.*.use_ml_runtime	databricks_cluster	use_ml_runtime
match	resources.clusters.*.worker_node_type_flexibility	databricks_cluster	worker_node_type_flexibility
match	resources.clusters.*.worker_node_type_flexibility.alternate_node_type_ids[*]	databricks_cluster	worker_node_type_flexibility.alternate_node_type_ids
match	resources.clusters.*.workload_type	databricks_cluster	workload_type
match	resources.clusters.*.workload_type.clients	databricks_cluster	workload_type.clients
match	resources.clusters.*.workload_type.clients.jobs	databricks_cluster	workload_type.clients.jobs
match	resources.clusters.*.workload_type.clients.notebooks	databricks_cluster	workload_type.clients.notebooks
tf_only	?	databricks_dashboard	dashboard_change_detected
tf_only	?	databricks_dashboard	md5
tf_only	?	databricks_dashboard	provider_config
tf_only	?	databricks_dashboard	provider_config.workspace_id
match	resources.dashboards.*.create_time	databricks_dashboard	create_time
match	resources.dashboards.*.dashboard_id	databricks_dashboard	dashboard_id
match	resources.dashboards.*.dataset_catalog	databricks_dashboard	dataset_catalog
match	resources.dashboards.*.dataset_schema	databricks_dashboard	dataset_schema
match	resources.dashboards.*.display_name	databricks_dashboard	display_name
match	resources.dashboards.*.embed_credentials	databricks_dashboard	embed_credentials
match	resources.dashboards.*.etag	databricks_dashboard	etag
match	resources.dashboards.*.file_path	databricks_dashboard	file_path
match	resources.dashboards.*.id	databricks_dashboard	id
match	resources.dashboards.*.lifecycle_state	databricks_dashboard	lifecycle_state
dabs_only	resources.dashboards.*.modified_status	databricks_dashboard	?
match	resources.dashboards.*.parent_path	databricks_dashboard	parent_path
match	resources.dashboards.*.path	databricks_dashboard	path
match	resources.dashboards.*.serialized_dashboard	databricks_dashboard	serialized_dashboard
match	resources.dashboards.*.update_time	databricks_dashboard	update_time
match	resources.dashboards.*.warehouse_id	databricks_dashboard	warehouse_id
tf_only	?	databricks_database_database_catalog	provider_config
tf_only	?	databricks_database_database_catalog	provider_config.workspace_id
match	resources.database_catalogs.*.create_database_if_not_exists	databricks_database_database_catalog	create_database_if_not_exists
match	resources.database_catalogs.*.database_instance_name	databricks_database_database_catalog	database_instance_name
match	resources.database_catalogs.*.database_name	databricks_database_database_catalog	database_name
dabs_only	resources.database_catalogs.*.id	databricks_database_database_catalog	?
dabs_only	resources.database_catalogs.*.modified_status	databricks_database_database_catalog	?
match	resources.database_catalogs.*.name	databricks_database_database_catalog	name
match	resources.database_catalogs.*.uid	databricks_database_database_catalog	uid
tf_only	?	databricks_database_instance	provider_config
tf_only	?	databricks_database_instance	provider_config.workspace_id
tf_only	?	databricks_database_instance	purge_on_delete
match	resources.database_instances.*.capacity	databricks_database_instance	capacity
match	resources.database_instances.*.child_instance_refs[*]	databricks_database_instance	child_instance_refs
match	resources.database_instances.*.child_instance_refs[*].branch_time	databricks_database_instance	child_instance_refs.branch_time
